Source,Target,Lag,Lag_min,Val_corr,P_value,HH_ID
StressIndex,Risk_bin,4,40,-0.0041,0.02,A0025
Temperature,Risk_bin,4,40,0.0031,0.0169,A0025
Humidity,Risk_bin,4,40,-0.0092,0.0014,A0025
CO2,Risk_bin,4,40,-0.0174,0.0383,A0025
TVOC,Risk_bin,4,40,-0.0182,0.0367,A0025
Risk_bin,Risk_bin,4,40,0.0001,0.0002,A0025
BreathRate,Risk_bin,5,50,0.0371,0.0071,A0025
StressIndex,Risk_bin,5,50,-0.0169,0.0367,A0025
Humidity,Risk_bin,5,50,0.0145,0.009,A0025
CO2,Risk_bin,5,50,0.0067,0.0429,A0025
TVOC,Risk_bin,5,50,0.0092,0.0246,A0025
Risk_bin,Risk_bin,5,50,0.02,0.0049,A0025
Temperature,Risk_bin,6,60,0.003,0.0371,A0025
Humidity,Risk_bin,6,60,-0.0181,0.0102,A0025
Risk_bin,Risk_bin,6,60,0.0449,0.0006,A0025
HeartRate,StressIndex,1,10,-0.0756,0.0012,A0025
BreathRate,StressIndex,1,10,-0.0169,0.0011,A0025
StressIndex,StressIndex,1,10,0.2654,0.0,A0025
Risk_bin,StressIndex,1,10,0.0118,0.0131,A0025
Activity_IR,StressIndex,2,20,0.0014,0.0494,A0025
StressIndex,StressIndex,2,20,0.1254,0.0,A0025
Temperature,StressIndex,2,20,-0.008,0.0489,A0025
CO2,StressIndex,2,20,0.0033,0.0392,A0025
TVOC,StressIndex,2,20,0.0015,0.0161,A0025
HeartRate,StressIndex,3,30,0.0027,0.0196,A0025
BreathRate,StressIndex,3,30,-0.0001,0.0132,A0025
StressIndex,StressIndex,3,30,0.075,0.0001,A0025
Humidity,StressIndex,3,30,-0.0073,0.0305,A0025
CO2,StressIndex,3,30,-0.0008,0.0446,A0025
TVOC,StressIndex,3,30,0.0016,0.0346,A0025
HeartRate,StressIndex,4,40,0.0383,0.0,A0025
StressIndex,StressIndex,4,40,0.0587,0.0002,A0025
CO2,StressIndex,4,40,0.0128,0.0408,A0025
Activity_IR,StressIndex,5,50,-0.0078,0.0427,A0025
HeartRate,StressIndex,5,50,-0.0243,0.0,A0025
BreathRate,StressIndex,5,50,-0.0046,0.0028,A0025
StressIndex,StressIndex,5,50,0.038,0.0063,A0025
Temperature,StressIndex,5,50,0.0146,0.0204,A0025
Humidity,StressIndex,5,50,-0.0145,0.0039,A0025
CO2,StressIndex,5,50,0.0026,0.0346,A0025
Risk_bin,StressIndex,5,50,0.0028,0.0159,A0025
Activity_IR,StressIndex,6,60,0.0139,0.0071,A0025
HeartRate,StressIndex,6,60,0.0298,0.0005,A0025
StressIndex,StressIndex,6,60,0.0241,0.0184,A0025
Humidity,StressIndex,6,60,-0.0136,0.0202,A0025
Risk_bin,StressIndex,6,60,-0.0118,0.0333,A0025
Activity_IR,TVOC,1,10,0.0797,0.0,A0025
HeartRate,TVOC,1,10,-0.0013,0.0498,A0025
BreathRate,TVOC,1,10,-0.0295,0.0002,A0025
StressIndex,TVOC,1,10,0.018,0.0372,A0025
Temperature,TVOC,1,10,-0.0521,0.0008,A0025
Humidity,TVOC,1,10,-0.0428,0.0009,A0025
CO2,TVOC,1,10,0.0504,0.0,A0025
TVOC,TVOC,1,10,-0.0347,0.0,A0025
Risk_bin,TVOC,1,10,0.0018,0.0398,A0025
Activity_IR,TVOC,2,20,-0.0133,0.005,A0025
HeartRate,TVOC,2,20,0.0265,0.0063,A0025
BreathRate,TVOC,2,20,0.033,0.0473,A0025
StressIndex,TVOC,2,20,0.0215,0.0347,A0025
Temperature,TVOC,2,20,-0.0366,0.0071,A0025
Humidity,TVOC,2,20,-0.0009,0.0015,A0025
CO2,TVOC,2,20,0.031,0.0,A0025
TVOC,TVOC,2,20,-0.0383,0.0001,A0025
HeartRate,TVOC,3,30,-0.0115,0.0201,A0025
BreathRate,TVOC,3,30,-0.0069,0.0155,A0025
StressIndex,TVOC,3,30,-0.0121,0.0226,A0025
Temperature,TVOC,3,30,-0.0291,0.0023,A0025
Humidity,TVOC,3,30,-0.0431,0.004,A0025
CO2,TVOC,3,30,0.026,0.0172,A0025
TVOC,TVOC,3,30,-0.0151,0.0172,A0025
Risk_bin,TVOC,3,30,0.0152,0.0211,A0025
Activity_IR,TVOC,4,40,-0.0168,0.0032,A0025
BreathRate,TVOC,4,40,0.0163,0.0168,A0025
StressIndex,TVOC,4,40,-0.028,0.0269,A0025
Temperature,TVOC,4,40,-0.0344,0.0064,A0025
Humidity,TVOC,4,40,-0.0275,0.0094,A0025
CO2,TVOC,4,40,-0.0087,0.0079,A0025
TVOC,TVOC,4,40,0.0033,0.005,A0025
Activity_IR,TVOC,5,50,-0.0035,0.0123,A0025
Temperature,TVOC,5,50,-0.0059,0.0392,A0025
Humidity,TVOC,5,50,0.0123,0.0308,A0025
CO2,TVOC,5,50,0.0086,0.0157,A0025
TVOC,TVOC,5,50,0.005,0.0004,A0025
Activity_IR,TVOC,6,60,-0.0202,0.0433,A0025
BreathRate,TVOC,6,60,0.0238,0.0119,A0025
Temperature,TVOC,6,60,-0.0179,0.0,A0025
Humidity,TVOC,6,60,0.0132,0.0006,A0025
Activity_IR,Temperature,1,10,0.0237,0.0014,A0025
BreathRate,Temperature,1,10,-0.0181,0.0372,A0025
StressIndex,Temperature,1,10,0.0151,0.0221,A0025
Temperature,Temperature,1,10,0.7465,0.0,A0025
Humidity,Temperature,1,10,0.1325,0.0,A0025
CO2,Temperature,1,10,0.0574,0.0001,A0025
TVOC,Temperature,1,10,0.0556,0.0001,A0025
Activity_IR,Temperature,2,20,-0.0145,0.0007,A0025
BreathRate,Temperature,2,20,-0.0147,0.0315,A0025
StressIndex,Temperature,2,20,0.0055,0.0248,A0025
Temperature,Temperature,2,20,-0.1291,0.0,A0025
Humidity,Temperature,2,20,-0.0383,0.0,A0025
CO2,Temperature,2,20,0.0229,0.001,A0025
TVOC,Temperature,2,20,0.0245,0.0121,A0025
Risk_bin,Temperature,2,20,-0.0002,0.0315,A0025
HeartRate,Temperature,3,30,0.0009,0.0102,A0025
BreathRate,Temperature,3,30,0.0106,0.0318,A0025
StressIndex,Temperature,3,30,0.005,0.0369,A0025
Temperature,Temperature,3,30,-0.021,0.0013,A0025
Humidity,Temperature,3,30,-0.0167,0.0,A0025
CO2,Temperature,3,30,0.0233,0.0039,A0025
TVOC,Temperature,3,30,0.0192,0.0069,A0025
Risk_bin,Temperature,3,30,-0.006,0.0386,A0025
BreathRate,Temperature,4,40,-0.0009,0.046,A0025
StressIndex,Temperature,4,40,-0.0058,0.0449,A0025
Temperature,Temperature,4,40,0.0048,0.0,A0025
Humidity,Temperature,4,40,-0.009,0.0001,A0025
CO2,Temperature,4,40,0.0223,0.0257,A0025
TVOC,Temperature,4,40,0.023,0.0256,A0025
Risk_bin,Temperature,4,40,0.0038,0.0462,A0025
HeartRate,Temperature,5,50,0.0049,0.0236,A0025
StressIndex,Temperature,5,50,-0.0038,0.0263,A0025
Humidity,Temperature,5,50,0.015,0.0051,A0025
CO2,Temperature,5,50,-0.0033,0.006,A0025
TVOC,Temperature,5,50,-0.0022,0.0252,A0025
HeartRate,Temperature,6,60,0.0192,0.0206,A0025
StressIndex,Temperature,6,60,0.0259,0.0004,A0025
Temperature,Temperature,6,60,-0.0248,0.0022,A0025
Humidity,Temperature,6,60,0.0041,0.0099,A0025
CO2,Temperature,6,60,0.0193,0.0424,A0025
TVOC,Temperature,6,60,-0.0042,0.0028,A0025
Risk_bin,Temperature,6,60,-0.0373,0.007,A0025
Activity_IR,Activity_IR,1,10,0.404,0.0,A0026
Humidity,Activity_IR,1,10,-0.0426,0.0167,A0026
CO2,Activity_IR,1,10,0.0077,0.0435,A0026
TVOC,Activity_IR,1,10,0.0092,0.0468,A0026
Risk_bin,Activity_IR,1,10,-0.0537,0.0308,A0026
Activity_IR,Activity_IR,2,20,0.0664,0.0003,A0026
HeartRate,Activity_IR,2,20,0.017,0.0408,A0026
BreathRate,Activity_IR,2,20,-0.0218,0.0458,A0026
StressIndex,Activity_IR,2,20,0.0003,0.035,A0026
Temperature,Activity_IR,2,20,0.0067,0.0012,A0026
CO2,Activity_IR,2,20,0.0271,0.0007,A0026
TVOC,Activity_IR,2,20,0.0022,0.0003,A0026
HeartRate,Activity_IR,3,30,-0.0123,0.0071,A0026
Temperature,Activity_IR,3,30,0.0369,0.0019,A0026
Humidity,Activity_IR,3,30,0.0022,0.01,A0026
Risk_bin,Activity_IR,3,30,-0.0306,0.0109,A0026
BreathRate,Activity_IR,4,40,-0.0065,0.0002,A0026
StressIndex,Activity_IR,4,40,0.0233,0.0267,A0026
Temperature,Activity_IR,4,40,0.0384,0.0335,A0026
Humidity,Activity_IR,4,40,0.0137,0.0057,A0026
CO2,Activity_IR,4,40,-0.0187,0.0114,A0026
TVOC,Activity_IR,4,40,-0.0177,0.003,A0026
BreathRate,Activity_IR,5,50,-0.0125,0.0236,A0026
StressIndex,Activity_IR,5,50,0.0093,0.0021,A0026
Humidity,Activity_IR,5,50,0.0148,0.0249,A0026
CO2,Activity_IR,5,50,0.0321,0.0093,A0026
TVOC,Activity_IR,5,50,0.014,0.0091,A0026
Risk_bin,Activity_IR,5,50,-0.0207,0.0116,A0026
HeartRate,Activity_IR,6,60,0.0254,0.0253,A0026
BreathRate,Activity_IR,6,60,0.0153,0.0405,A0026
StressIndex,Activity_IR,6,60,0.003,0.0318,A0026
Risk_bin,Activity_IR,6,60,0.016,0.0289,A0026
HeartRate,BreathRate,1,10,0.0485,0.0035,A0026
BreathRate,BreathRate,1,10,0.4947,0.0,A0026
StressIndex,BreathRate,1,10,-0.0566,0.0001,A0026
TVOC,BreathRate,1,10,-0.0084,0.0398,A0026
Risk_bin,BreathRate,1,10,-0.0021,0.0017,A0026
BreathRate,BreathRate,2,20,0.0274,0.0162,A0026
StressIndex,BreathRate,2,20,-0.0289,0.0061,A0026
Risk_bin,BreathRate,2,20,0.0106,0.0444,A0026
Activity_IR,BreathRate,3,30,0.0046,0.0105,A0026
HeartRate,BreathRate,3,30,0.0156,0.0344,A0026
BreathRate,BreathRate,3,30,0.0546,0.0,A0026
StressIndex,BreathRate,3,30,-0.0136,0.0224,A0026
Activity_IR,BreathRate,4,40,0.0018,0.0342,A0026
BreathRate,BreathRate,4,40,0.0421,0.0,A0026
StressIndex,BreathRate,4,40,0.0396,0.0294,A0026
CO2,BreathRate,4,40,0.0114,0.0308,A0026
TVOC,BreathRate,4,40,-0.015,0.0409,A0026
Risk_bin,BreathRate,4,40,0.0013,0.042,A0026
BreathRate,BreathRate,5,50,0.0389,0.0,A0026
StressIndex,BreathRate,5,50,-0.0149,0.0335,A0026
Humidity,BreathRate,5,50,-0.0185,0.0301,A0026
CO2,BreathRate,5,50,0.0069,0.0394,A0026
TVOC,BreathRate,5,50,0.0021,0.0346,A0026
Risk_bin,BreathRate,5,50,-0.0123,0.0073,A0026
HeartRate,BreathRate,6,60,0.008,0.0198,A0026
BreathRate,BreathRate,6,60,0.0116,0.0054,A0026
Humidity,BreathRate,6,60,0.0045,0.0348,A0026
CO2,BreathRate,6,60,0.0045,0.0466,A0026
Risk_bin,BreathRate,6,60,0.0102,0.031,A0026
Activity_IR,CO2,1,10,0.04,0.0007,A0026
HeartRate,CO2,1,10,0.0044,0.0001,A0026
Temperature,CO2,1,10,0.0516,0.0047,A0026
Humidity,CO2,1,10,-0.0224,0.005,A0026
CO2,CO2,1,10,0.1171,0.0001,A0026
TVOC,CO2,1,10,-0.0737,0.0001,A0026
Risk_bin,CO2,1,10,-0.0392,0.012,A0026
Activity_IR,CO2,2,20,0.0119,0.0433,A0026
HeartRate,CO2,2,20,0.0254,0.0054,A0026
StressIndex,CO2,2,20,0.0063,0.0259,A0026
Temperature,CO2,2,20,0.0439,0.0431,A0026
CO2,CO2,2,20,0.02,0.0222,A0026
TVOC,CO2,2,20,-0.0114,0.011,A0026
Risk_bin,CO2,2,20,-0.0432,0.0016,A0026
HeartRate,CO2,3,30,-0.0017,0.0372,A0026
BreathRate,CO2,3,30,0.043,0.0007,A0026
StressIndex,CO2,3,30,0.0005,0.0243,A0026
Risk_bin,CO2,3,30,-0.0559,0.0003,A0026
Activity_IR,CO2,4,40,-0.0083,0.0024,A0026
Temperature,CO2,4,40,0.0288,0.0186,A0026
HeartRate,CO2,5,50,-0.0059,0.0105,A0026
CO2,CO2,5,50,0.0242,0.0401,A0026
Risk_bin,CO2,5,50,0.0074,0.022,A0026
HeartRate,CO2,6,60,0.0219,0.0033,A0026
BreathRate,CO2,6,60,-0.0077,0.0385,A0026
StressIndex,CO2,6,60,0.0154,0.0051,A0026
CO2,CO2,6,60,-0.0105,0.0352,A0026
TVOC,CO2,6,60,0.004,0.0076,A0026
Activity_IR,HeartRate,1,10,0.0239,0.0066,A0026
HeartRate,HeartRate,1,10,0.5025,0.0,A0026
BreathRate,HeartRate,1,10,0.002,0.0176,A0026
StressIndex,HeartRate,1,10,-0.044,0.0064,A0026
Humidity,HeartRate,1,10,0.0108,0.0442,A0026
BreathRate,HeartRate,2,20,-0.0182,0.0081,A0026
CO2,HeartRate,2,20,0.0074,0.0205,A0026
TVOC,HeartRate,2,20,-0.0099,0.037,A0026
Risk_bin,HeartRate,2,20,-0.0434,0.0135,A0026
HeartRate,HeartRate,3,30,0.0312,0.0288,A0026
BreathRate,HeartRate,3,30,0.0066,0.0391,A0026
StressIndex,HeartRate,3,30,-0.0404,0.0284,A0026
Humidity,HeartRate,3,30,0.0015,0.0323,A0026
Risk_bin,HeartRate,3,30,-0.0099,0.0194,A0026
Activity_IR,HeartRate,4,40,-0.026,0.04,A0026
HeartRate,HeartRate,4,40,0.0091,0.0003,A0026
BreathRate,HeartRate,4,40,0.0208,0.001,A0026
StressIndex,HeartRate,4,40,0.0076,0.0001,A0026
Temperature,HeartRate,4,40,-0.0048,0.0149,A0026
CO2,HeartRate,4,40,-0.0033,0.0286,A0026
Risk_bin,HeartRate,4,40,0.0024,0.0448,A0026
HeartRate,HeartRate,5,50,0.0237,0.009,A0026
StressIndex,HeartRate,5,50,-0.0463,0.0095,A0026
Temperature,HeartRate,5,50,-0.0202,0.009,A0026
CO2,HeartRate,5,50,0.0239,0.0057,A0026
TVOC,HeartRate,5,50,0.0241,0.0038,A0026
HeartRate,HeartRate,6,60,-0.0383,0.0033,A0026
StressIndex,HeartRate,6,60,0.0154,0.0185,A0026
Temperature,HeartRate,6,60,-0.0255,0.0102,A0026
Activity_IR,Humidity,1,10,-0.06,0.0004,A0026
HeartRate,Humidity,1,10,-0.0127,0.0201,A0026
StressIndex,Humidity,1,10,-0.0161,0.0285,A0026
Temperature,Humidity,1,10,-0.0656,0.0008,A0026
Humidity,Humidity,1,10,0.6742,0.0,A0026
CO2,Humidity,1,10,0.0007,0.0001,A0026
TVOC,Humidity,1,10,0.071,0.0,A0026
Risk_bin,Humidity,1,10,0.021,0.0056,A0026
Activity_IR,Humidity,2,20,-0.0301,0.0045,A0026
Humidity,Humidity,2,20,-0.0193,0.0031,A0026
CO2,Humidity,2,20,0.0365,0.0027,A0026
TVOC,Humidity,2,20,0.0333,0.0101,A0026
Risk_bin,Humidity,2,20,-0.0172,0.0295,A0026
Activity_IR,Humidity,3,30,-0.0117,0.0014,A0026
Humidity,Humidity,3,30,0.0397,0.0044,A0026
CO2,Humidity,3,30,0.0252,0.0321,A0026
TVOC,Humidity,3,30,0.0242,0.0148,A0026
Risk_bin,Humidity,3,30,0.0127,0.001,A0026
Activity_IR,Humidity,4,40,0.0011,0.0345,A0026
BreathRate,Humidity,4,40,0.036,0.0024,A0026
Temperature,Humidity,4,40,0.0142,0.0131,A0026
Humidity,Humidity,4,40,0.0223,0.0005,A0026
Risk_bin,Humidity,4,40,-0.0233,0.0106,A0026
Activity_IR,Humidity,5,50,0.0515,0.0142,A0026
HeartRate,Humidity,5,50,0.0006,0.0382,A0026
BreathRate,Humidity,5,50,0.0064,0.012,A0026
StressIndex,Humidity,5,50,0.0171,0.0293,A0026
CO2,Humidity,5,50,0.0038,0.0374,A0026
TVOC,Humidity,5,50,0.0045,0.0053,A0026
Activity_IR,Humidity,6,60,0.0004,0.0219,A0026
HeartRate,Humidity,6,60,-0.0335,0.0139,A0026
Humidity,Humidity,6,60,-0.0013,0.0287,A0026
CO2,Humidity,6,60,0.0059,0.0037,A0026
TVOC,Humidity,6,60,0.0043,0.0021,A0026
Risk_bin,Humidity,6,60,0.0051,0.0418,A0026
Activity_IR,Risk_bin,1,10,-0.0785,0.0231,A0026
HeartRate,Risk_bin,1,10,-0.0471,0.0388,A0026
StressIndex,Risk_bin,1,10,-0.0142,0.0354,A0026
Risk_bin,Risk_bin,1,10,0.4736,0.0,A0026
HeartRate,Risk_bin,2,20,-0.0385,0.0153,A0026
Risk_bin,Risk_bin,2,20,0.0863,0.0,A0026
Activity_IR,Risk_bin,3,30,-0.0096,0.0458,A0026
Temperature,Risk_bin,3,30,0.01,0.0275,A0026
Risk_bin,Risk_bin,3,30,0.0977,0.0,A0026
Activity_IR,Risk_bin,4,40,-0.0014,0.0264,A0026
BreathRate,Risk_bin,4,40,-0.0287,0.0129,A0026
StressIndex,Risk_bin,4,40,0.0184,0.0282,A0026
Temperature,Risk_bin,4,40,-0.0236,0.0404,A0026
Humidity,Risk_bin,4,40,0.0135,0.0262,A0026
Risk_bin,Risk_bin,4,40,-0.013,0.0,A0026
BreathRate,Risk_bin,5,50,0.0305,0.0017,A0026
StressIndex,Risk_bin,5,50,0.0122,0.0251,A0026
Temperature,Risk_bin,5,50,-0.0131,0.0451,A0026
Humidity,Risk_bin,5,50,-0.0197,0.0093,A0026
CO2,Risk_bin,5,50,-0.005,0.0015,A0026
TVOC,Risk_bin,5,50,-0.0027,0.0003,A0026
Risk_bin,Risk_bin,5,50,0.0514,0.0,A0026
Activity_IR,Risk_bin,6,60,0.0019,0.0368,A0026
BreathRate,Risk_bin,6,60,-0.0275,0.0066,A0026
StressIndex,Risk_bin,6,60,-0.0279,0.0012,A0026
Humidity,Risk_bin,6,60,-0.0181,0.0146,A0026
CO2,Risk_bin,6,60,-0.0108,0.0088,A0026
TVOC,Risk_bin,6,60,-0.0186,0.0385,A0026
Risk_bin,Risk_bin,6,60,-0.0197,0.0004,A0026
Activity_IR,StressIndex,1,10,-0.0263,0.0185,A0026
HeartRate,StressIndex,1,10,-0.0403,0.0135,A0026
StressIndex,StressIndex,1,10,0.2871,0.0,A0026
Temperature,StressIndex,1,10,0.0023,0.0271,A0026
Activity_IR,StressIndex,2,20,0.0403,0.0127,A0026
HeartRate,StressIndex,2,20,0.0051,0.0087,A0026
BreathRate,StressIndex,2,20,-0.0166,0.0478,A0026
StressIndex,StressIndex,2,20,0.1794,0.0,A0026
TVOC,StressIndex,2,20,-0.0064,0.045,A0026
Risk_bin,StressIndex,2,20,-0.0214,0.0224,A0026
Activity_IR,StressIndex,3,30,0.0073,0.0378,A0026
HeartRate,StressIndex,3,30,-0.0032,0.049,A0026
BreathRate,StressIndex,3,30,-0.0045,0.0099,A0026
StressIndex,StressIndex,3,30,0.0717,0.0069,A0026
BreathRate,StressIndex,4,40,-0.0226,0.0105,A0026
StressIndex,StressIndex,4,40,0.0581,0.0004,A0026
CO2,StressIndex,4,40,-0.0303,0.0279,A0026
TVOC,StressIndex,4,40,-0.0268,0.0037,A0026
Activity_IR,StressIndex,5,50,0.0206,0.0019,A0026
BreathRate,StressIndex,5,50,-0.0346,0.0451,A0026
StressIndex,StressIndex,5,50,0.0626,0.0245,A0026
Activity_IR,StressIndex,6,60,-0.0412,0.0201,A0026
HeartRate,StressIndex,6,60,-0.0105,0.0496,A0026
BreathRate,StressIndex,6,60,0.0125,0.017,A0026
StressIndex,StressIndex,6,60,0.0286,0.0239,A0026
Temperature,StressIndex,6,60,-0.0223,0.0218,A0026
Humidity,StressIndex,6,60,-0.007,0.0211,A0026
CO2,StressIndex,6,60,-0.0448,0.0164,A0026
TVOC,StressIndex,6,60,-0.042,0.0181,A0026
Activity_IR,TVOC,1,10,0.038,0.0009,A0026
HeartRate,TVOC,1,10,-0.0102,0.0062,A0026
Temperature,TVOC,1,10,0.0512,0.0084,A0026
Humidity,TVOC,1,10,-0.0189,0.0103,A0026
CO2,TVOC,1,10,0.08,0.001,A0026
TVOC,TVOC,1,10,-0.0524,0.0012,A0026
Risk_bin,TVOC,1,10,-0.0308,0.0107,A0026
HeartRate,TVOC,2,20,0.0347,0.0,A0026
StressIndex,TVOC,2,20,0.0073,0.0215,A0026
TVOC,TVOC,2,20,-0.0191,0.0306,A0026
Risk_bin,TVOC,2,20,-0.0308,0.0003,A0026
BreathRate,TVOC,3,30,0.0285,0.0013,A0026
StressIndex,TVOC,3,30,0.0059,0.0243,A0026
Risk_bin,TVOC,3,30,-0.049,0.0001,A0026
Activity_IR,TVOC,4,40,-0.0074,0.0047,A0026
StressIndex,TVOC,4,40,0.0264,0.0202,A0026
Temperature,TVOC,4,40,0.0281,0.0127,A0026
HeartRate,TVOC,5,50,-0.0065,0.0227,A0026
BreathRate,TVOC,5,50,0.0162,0.0448,A0026
Humidity,TVOC,5,50,0.0072,0.0338,A0026
Risk_bin,TVOC,5,50,0.0073,0.0223,A0026
HeartRate,TVOC,6,60,0.0169,0.0028,A0026
BreathRate,TVOC,6,60,-0.0097,0.011,A0026
StressIndex,TVOC,6,60,0.0153,0.0023,A0026
CO2,TVOC,6,60,-0.004,0.03,A0026
TVOC,TVOC,6,60,0.0022,0.0259,A0026
Activity_IR,Temperature,1,10,0.1943,0.0,A0026
Temperature,Temperature,1,10,0.7922,0.0,A0026
Humidity,Temperature,1,10,0.2222,0.0,A0026
CO2,Temperature,1,10,0.1052,0.0,A0026
TVOC,Temperature,1,10,0.1118,0.0,A0026
Risk_bin,Temperature,1,10,-0.0388,0.0263,A0026
Activity_IR,Temperature,2,20,-0.1437,0.0,A0026
BreathRate,Temperature,2,20,0.0048,0.033,A0026
Temperature,Temperature,2,20,-0.1711,0.0,A0026
Humidity,Temperature,2,20,-0.0955,0.0,A0026
CO2,Temperature,2,20,-0.0071,0.0001,A0026
TVOC,Temperature,2,20,-0.0047,0.0,A0026
StressIndex,Temperature,3,30,0.0134,0.0169,A0026
Humidity,Temperature,3,30,-0.0336,0.009,A0026
CO2,Temperature,3,30,0.0361,0.0067,A0026
TVOC,Temperature,3,30,0.0351,0.0069,A0026
Risk_bin,Temperature,3,30,-0.0166,0.0497,A0026
Activity_IR,Temperature,4,40,-0.0429,0.0024,A0026
HeartRate,Temperature,4,40,0.0165,0.0252,A0026
BreathRate,Temperature,4,40,0.0066,0.0368,A0026
Temperature,Temperature,4,40,0.0012,0.033,A0026
Humidity,Temperature,4,40,-0.0176,0.0198,A0026
CO2,Temperature,4,40,-0.0062,0.0169,A0026
TVOC,Temperature,4,40,-0.0057,0.0157,A0026
Risk_bin,Temperature,4,40,0.0031,0.0302,A0026
HeartRate,Temperature,5,50,0.0001,0.0401,A0026
StressIndex,Temperature,5,50,-0.0087,0.0142,A0026
Temperature,Temperature,5,50,0.0158,0.0416,A0026
Humidity,Temperature,5,50,-0.0035,0.0115,A0026
CO2,Temperature,5,50,0.0214,0.0451,A0026
Risk_bin,Temperature,5,50,-0.0265,0.0069,A0026
Activity_IR,Temperature,6,60,-0.023,0.0393,A0026
HeartRate,Temperature,6,60,0.0303,0.0029,A0026
StressIndex,Temperature,6,60,0.0001,0.0376,A0026
Humidity,Temperature,6,60,-0.0139,0.0058,A0026
Activity_IR,Activity_IR,1,10,0.5672,0.0,A0027
HeartRate,Activity_IR,1,10,-0.0329,0.0103,A0027
Humidity,Activity_IR,1,10,-0.0234,0.0089,A0027
Activity_IR,Activity_IR,3,30,0.0424,0.0208,A0027
Activity_IR,Activity_IR,4,40,0.0328,0.0049,A0027
CO2,Activity_IR,5,50,0.0229,0.0003,A0027
TVOC,Activity_IR,5,50,0.0173,0.0003,A0027
Humidity,Activity_IR,6,60,-0.0896,0.0005,A0027
HeartRate,BreathRate,1,10,-0.0065,0.0074,A0027
BreathRate,BreathRate,1,10,0.6818,0.0,A0027
StressIndex,BreathRate,1,10,-0.127,0.0,A0027
Risk_bin,BreathRate,1,10,-0.0892,0.0,A0027
HeartRate,BreathRate,2,20,-0.0034,0.0014,A0027
BreathRate,BreathRate,2,20,0.0335,0.0,A0027
StressIndex,BreathRate,2,20,-0.0312,0.0263,A0027
Risk_bin,BreathRate,2,20,0.0782,0.0,A0027
BreathRate,BreathRate,3,30,-0.0361,0.0039,A0027
StressIndex,BreathRate,3,30,-0.0024,0.0137,A0027
Risk_bin,BreathRate,3,30,0.0474,0.003,A0027
HeartRate,BreathRate,4,40,-0.011,0.0176,A0027
BreathRate,BreathRate,4,40,0.1311,0.0,A0027
StressIndex,BreathRate,4,40,-0.0234,0.0001,A0027
CO2,BreathRate,4,40,0.0282,0.0027,A0027
TVOC,BreathRate,4,40,0.0413,0.0001,A0027
Risk_bin,BreathRate,4,40,0.089,0.0,A0027
HeartRate,BreathRate,5,50,-0.0276,0.0041,A0027
BreathRate,BreathRate,5,50,-0.0553,0.0,A0027
StressIndex,BreathRate,5,50,0.039,0.0001,A0027
HeartRate,BreathRate,6,60,-0.008,0.019,A0027
BreathRate,BreathRate,6,60,0.0659,0.0031,A0027
Activity_IR,CO2,1,10,-0.0578,0.0109,A0027
Humidity,CO2,1,10,-0.0924,0.0024,A0027
CO2,CO2,1,10,0.1534,0.0,A0027
TVOC,CO2,1,10,-0.0689,0.001,A0027
Activity_IR,CO2,2,20,-0.0465,0.0414,A0027
Humidity,CO2,2,20,-0.024,0.0338,A0027
Activity_IR,CO2,3,30,0.0493,0.0059,A0027
Temperature,CO2,3,30,0.0648,0.0041,A0027
Humidity,CO2,3,30,-0.026,0.0109,A0027
Activity_IR,CO2,4,40,0.0273,0.0379,A0027
BreathRate,CO2,4,40,0.0051,0.0209,A0027
StressIndex,CO2,5,50,0.0159,0.0439,A0027
Temperature,CO2,5,50,-0.0496,0.0195,A0027
Activity_IR,CO2,6,60,0.0134,0.0059,A0027
BreathRate,CO2,6,60,0.042,0.0265,A0027
HeartRate,HeartRate,1,10,0.6285,0.0,A0027
StressIndex,HeartRate,1,10,-0.0564,0.0074,A0027
HeartRate,HeartRate,2,20,-0.0539,0.0,A0027
HeartRate,HeartRate,3,30,0.0546,0.0,A0027
HeartRate,HeartRate,4,40,0.0188,0.0014,A0027
StressIndex,HeartRate,4,40,0.0353,0.0003,A0027
HeartRate,HeartRate,5,50,0.0305,0.001,A0027
StressIndex,HeartRate,5,50,-0.026,0.0025,A0027
BreathRate,HeartRate,6,60,-0.0145,0.0249,A0027
StressIndex,HeartRate,6,60,-0.0426,0.0011,A0027
Activity_IR,Humidity,1,10,-0.1024,0.0004,A0027
BreathRate,Humidity,1,10,0.05,0.0091,A0027
Humidity,Humidity,1,10,0.6274,0.0,A0027
CO2,Humidity,1,10,0.2447,0.0,A0027
TVOC,Humidity,1,10,-0.0574,0.0,A0027
Activity_IR,Humidity,2,20,-0.0155,0.0427,A0027
Humidity,Humidity,2,20,0.1056,0.0001,A0027
CO2,Humidity,2,20,0.0582,0.0071,A0027
TVOC,Humidity,2,20,0.0231,0.0057,A0027
Temperature,Humidity,3,30,-0.021,0.05,A0027
CO2,Humidity,3,30,0.028,0.0003,A0027
TVOC,Humidity,3,30,0.0387,0.0005,A0027
Activity_IR,Humidity,4,40,0.0282,0.0401,A0027
Humidity,Humidity,4,40,0.0247,0.0291,A0027
CO2,Humidity,4,40,-0.0273,0.0406,A0027
Activity_IR,Humidity,5,50,0.018,0.005,A0027
Temperature,Humidity,5,50,0.0486,0.0067,A0027
CO2,Humidity,6,60,-0.0523,0.0039,A0027
TVOC,Humidity,6,60,-0.0481,0.0027,A0027
